SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,default.payment.next.month,BILL_LIMIT_RATIO,PAYMENT_RATIO,TOTAL_PAID_6MONTHS,LOG_LIMIT_BAL
2,2,1,46,0,0,0,-2,-2,-2,1,0.57436,0.03482136639041716,1000.0,10.819778284410283
2,2,1,51,-1,-1,-2,-2,-1,-1,0,0.0007615384615384615,0.0,2353.0,11.77528972943772
1,1,1,57,-2,-2,-2,-1,2,2,1,0.762595,0.0,9522.0,12.206072645530174
1,2,1,56,2,2,2,0,0,0,1,0.2097,1.0968049594659037,3010.0,9.210340371976184
2,1,2,30,2,-1,-1,-1,-1,-1,0,0.0014285714285714286,1.0,9198.0,12.254862809699606
2,3,2,29,2,-2,-2,-1,2,-1,0,-0.0014615384615384616,-0.0,41379.0,11.77528972943772
1,0,2,22,2,0,0,0,0,0,0,0.92825,0.0,3700.0,9.903487552536127
1,1,2,31,-1,-1,-1,-1,-1,-1,0,0.00975,0.0,1950.0,11.289781913656018
1,2,2,29,2,2,2,2,2,2,1,0.182084375,0.04290593303241972,13800.0,12.676076274775909
2,2,1,32,-1,-1,-1,-1,2,-1,0,0.04538,0.6410312913177612,19512.0,12.206072645530174
2,1,2,37,2,-2,-1,-1,-1,-1,0,0.0,0.0,5514.0,12.577636201962656
1,1,2,32,-1,-1,-1,-1,-1,-1,0,0.00896470588235294,1.8743438320209973,141997.0,12.736700896592344
1,2,2,24,0,0,2,0,0,0,0,0.73095,0.19495177508721526,5590.0,9.903487552536127
1,3,2,25,-1,0,0,0,0,0,0,0.85676,0.041061674214482466,6358.0,10.819778284410283
2,1,1,45,-1,-1,-1,-1,-1,-1,0,0.00097,1.0,1746.0,12.611537753638338
2,2,2,22,0,0,0,0,0,0,1,0.9462333333333334,0.05939338429562828,8411.0,10.308952660644293
2,2,2,44,2,-2,-2,-2,-2,-2,1,0.0,0.0,0.0,12.388394202324129
2,3,3,33,0,0,0,0,0,0,0,0.35160425531914896,0.03872826073801542,21926.0,13.060487973686241
2,1,2,26,0,0,0,0,0,-1,0,0.06503055555555555,0.2048609627952672,161355.0,12.793859310432293
1,3,2,30,0,0,0,0,0,0,1,0.4387333333333333,0.059869320771919164,5345.0,11.002099841204238
2,2,1,44,0,0,2,0,0,0,0,0.3289875,0.08131008017021923,22753.0,12.89921982609012
2,3,2,49,0,0,0,0,0,0,0,0.97818,0.03426772168721503,6052.0,10.819778284410283
1,2,2,33,0,0,0,0,0,0,0,0.812675,0.03383886547512843,101747.0,11.982929094215963
2,1,1,45,-1,-1,2,0,-1,-1,1,0.0010833333333333333,3.0,2340.0,12.793859310432293
2,2,2,32,0,0,0,0,0,-1,0,0.0239125,0.29979090433873495,8216.0,11.982929094215963
2,1,1,35,0,0,0,-1,-1,-1,0,0.6254846153846154,0.491926260253588,56705.0,11.77528972943772
1,3,2,44,2,2,0,0,0,2,0,0.42915,0.0,6151.0,9.903487552536127
1,1,1,53,2,2,2,2,2,2,1,0.6909,0.04559270516717325,32800.0,12.206072645530174
2,1,2,39,-1,-1,-1,0,0,-2,0,0.02687142857142857,0.0,3968.0,12.542544882151386
2,1,2,27,-2,-2,-2,-2,-2,-2,0,-0.02,0.0,7555.0,11.512925464970229
2,2,1,37,-1,-1,-1,-1,-1,-2,0,0.0055,1.8204545454545455,11018.0,11.982929094215963
2,2,2,23,0,0,0,0,0,0,0,0.7608,0.04243340343498072,6261.0,11.002099841204238
1,2,2,35,0,0,0,0,0,0,0,0.9302777777777778,0.043248730964467005,11756.0,11.407564949312402
1,1,1,43,-1,-1,-1,-1,-1,0,0,0.011019444444444445,2.102092261154525,120613.0,12.793859310432293
1,1,2,27,0,0,0,0,0,0,0,0.5733933333333333,0.046867188317501654,23841.0,11.918390573078392
2,3,1,22,0,0,0,0,0,0,0,0.37444,0.0753658797137058,3783.0,10.819778284410283
1,2,1,38,0,0,0,0,0,-1,1,0.89865,0.09453068491626328,5685.0,9.903487552536127
1,1,2,32,-2,-2,-2,-2,-2,-2,0,0.0048,15.196428571428571,13007.0,11.84939770159144
2,1,2,30,-2,-2,-1,0,0,0,0,-0.0002131578947368421,0.0,42019.0,12.84792653170257
1,1,1,63,0,0,0,2,2,0,0,0.8793104166666666,0.03809329754139726,130971.0,13.081541382884074
2,3,2,22,0,0,0,0,0,0,1,0.89396,0.03953197011051949,6870.0,10.819778284410283
2,2,2,26,2,2,2,2,2,0,0,0.94475,0.0,13517.0,11.002099841204238
2,2,2,24,-1,-1,-2,-2,-2,-1,0,0.07971428571428571,0.0,28529.0,11.156250521031495
2,2,1,36,-1,-1,-1,-1,-1,-1,0,0.07635,0.4684020956123117,12794.0,11.289781913656018
1,1,2,52,-1,-1,-1,-1,-1,-1,0,0.002037142857142857,3.1865357643758765,15285.0,12.765688433465597
1,2,2,38,0,0,0,-1,-1,-1,0,1.3187538461538462,0.06362650054247017,287768.0,11.77528972943772
1,2,1,35,2,-2,-2,-2,-2,-2,0,-0.0002861111111111111,-0.0,0.0,12.793859310432293
2,1,1,31,0,0,2,0,0,0,0,0.32084545454545454,0.08745832506918275,32747.0,12.706847933442663
1,3,1,47,0,0,2,0,0,0,0,0.26488,0.15101177891875567,7000.0,10.819778284410283
1,2,1,41,2,2,2,2,2,3,0,0.48454642857142854,0.04790931135892919,40604.0,12.542544882151386
2,1,2,24,0,0,0,0,0,0,0,0.52128,0.0383670963781461,17866.0,11.512925464970229
1,2,2,41,0,0,0,0,0,0,0,0.3803,0.07047068104128319,5471.0,10.819778284410283
1,1,2,24,-1,2,0,0,3,2,1,0.6066333333333334,0.0,6312.0,10.308952660644293
1,1,2,28,-1,-1,-1,-1,-1,-1,0,0.0013583333333333334,1.0,7656.0,12.388394202324129
1,2,2,26,2,0,0,0,0,0,1,0.1753625,0.14256183619645021,7700.0,11.289781913656018
1,2,1,34,-1,-1,-1,-1,-1,-1,0,0.04915,0.4922177009155646,57891.0,12.89921982609012
2,2,2,38,0,0,0,0,-1,-1,0,0.20939166666666667,0.03979782703864369,11073.0,12.388394202324129
1,3,2,37,2,2,2,3,2,2,1,0.92008,0.021737240239979132,10235.0,10.819778284410283
1,1,1,40,2,-2,-2,-2,-2,-2,1,0.0,0.0,0.0,13.017002861746503
2,1,1,48,2,-2,-2,-2,-2,-2,0,0.0,0.0,0.0,11.608235644774552
2,2,1,35,2,0,0,0,0,0,1,0.983841935483871,0.04268650550344109,53973.0,12.644327576461329
1,1,2,27,0,0,0,0,0,0,0,0.95575,0.07345017002354172,4308.0,9.903487552536127
1,2,2,23,2,-2,-2,-2,-2,-2,0,0.0,0.0,0.0,9.903487552536127
1,3,2,52,0,0,0,0,0,0,0,0.550755,0.03239189839402275,22056.0,12.206072645530174
1,1,1,36,0,0,0,0,0,0,1,0.9096444444444445,0.028429911564958225,14771.0,12.100712129872347
1,2,1,51,0,0,0,0,0,0,1,0.06694,0.2987750224081267,6200.0,10.819778284410283
1,3,1,55,3,2,2,0,0,0,0,1.0086833333333334,0.04137406850514697,7511.0,11.002099841204238
2,1,2,23,2,-2,-2,-2,-1,-1,0,0.13333333333333333,1.41125,31886.0,10.308952660644293
1,1,2,41,2,-1,-1,0,0,-1,0,0.0003958333333333333,16.887505148573087,8944.0,12.388394202324129
1,2,1,34,0,0,0,0,0,0,0,0.6034619047619048,0.038444846007559555,53309.0,12.948009990259552
1,3,1,46,0,0,0,0,0,0,0,0.6890575757575758,0.03610552841166459,49096.0,12.706847933442663
2,2,2,22,0,0,0,0,0,0,0,0.9484,0.07029382820188387,5460.0,10.308952660644293
1,2,1,34,0,0,0,2,2,2,0,0.044475,0.1405283867341203,4627.0,12.388394202324129
1,1,2,27,0,0,0,0,0,0,0,0.11629333333333333,0.14331575326759918,20000.0,11.918390573078392
2,2,1,33,0,0,0,0,0,0,0,0.03412380952380952,0.20932179737650014,7046.0,12.254862809699606
2,3,1,51,-1,-1,-1,-1,-2,-2,1,0.01504,0.39893617021276595,6180.0,10.819778284410283
1,1,2,24,0,0,0,0,0,0,0,1.01602,0.046455778429558475,8960.0,10.819778284410283
1,1,2,47,2,-2,-2,-2,-2,-2,1,0.0,0.0,0.0,12.388394202324129
1,2,2,28,-1,-1,-1,-1,-1,-1,0,0.010177777777777779,0.0,5580.0,12.100712129872347
1,2,2,23,2,2,2,2,0,0,0,0.20262,0.09870693909781858,13500.0,10.819778284410283
1,2,2,29,-2,-2,-2,-2,-2,-2,0,0.07152352941176471,0.8224360555966773,65846.0,12.043553716032399
1,1,2,29,-1,-1,-1,-1,0,-1,0,0.05995,12.999165971643036,23641.0,9.903487552536127
1,1,2,28,0,0,0,0,0,3,0,0.09998,0.20004000800160032,7183.0,10.819778284410283
2,2,2,27,0,0,0,0,0,0,1,0.11334705882352941,0.08620063314131507,3752.0,12.043553716032399
1,1,2,34,2,2,0,0,0,0,0,0.98618,0.040560546756170275,87000.0,12.206072645530174
2,2,1,23,2,2,3,2,0,0,0,0.1146,0.1799738219895288,4121.0,11.289781913656018
2,1,1,60,2,-2,-1,-1,-1,-1,0,-0.004230769230769231,-0.0,24469.0,12.468436909997665
1,2,1,32,0,0,0,0,2,0,0,0.6187642857142858,0.03988363905018066,16267.0,11.84939770159144
1,1,2,25,0,0,0,0,0,0,0,0.53055,0.7068136839129205,63000.0,11.289781913656018
1,1,2,41,2,-1,-1,-1,-1,-2,0,0.0005942857142857143,13.971153846153847,4536.0,12.765688433465597
2,2,1,56,0,0,0,0,0,0,0,0.745625,0.038519937732008146,133200.0,12.542544882151386
2,3,2,26,0,0,0,0,0,0,0,0.30046666666666666,0.18859551808298203,8700.0,10.308952660644293
1,1,1,34,0,0,0,0,0,0,0,0.17102857142857142,0.2088205813564985,35389.0,11.84939770159144
2,1,2,37,0,0,0,0,0,0,0,0.5271,0.03794346423828496,22560.0,12.206072645530174
2,3,2,30,0,0,0,0,0,0,0,0.980155,0.037239008116063274,37788.0,12.206072645530174
1,3,1,45,2,3,3,3,3,3,1,0.5513571428571429,0.09049531459170014,65268.0,12.254862809699606
1,3,1,57,3,2,0,0,0,0,0,0.25708,0.0,3800.0,10.819778284410283
1,1,2,41,2,2,2,2,2,0,0,0.8119,0.1436958574537094,8150.0,10.308952660644293
1,2,2,27,2,-1,-1,-1,-1,2,0,0.0078,1.0,2640.0,10.819778284410283
1,3,1,47,-1,-1,-1,-1,0,-1,0,0.004255172413793104,0.3209076175040519,2376.0,12.577636201962656
2,1,1,34,0,0,2,0,0,0,0,0.564892,0.1274155059728231,39850.0,12.429216196844383
2,2,1,46,0,0,0,0,0,0,0,0.35246666666666665,0.1418573860412332,10000.0,11.002099841204238
2,1,2,27,0,0,0,0,0,0,0,0.924,0.05411255411255411,21100.0,11.608235644774552
1,1,2,50,-2,-2,-2,-2,-2,-2,0,0.016467567567567568,2.524700475956015,61944.0,12.821258284620408
1,2,1,27,-1,2,2,0,0,0,0,1.02349,0.030933375020762294,55906.0,11.512925464970229
2,2,1,35,0,0,0,0,0,2,0,0.8012444444444444,0.048535611271355666,24652.0,11.407564949312402
2,2,2,22,0,0,0,0,0,0,0,0.5608,0.05385164051355207,6795.0,10.819778284410283
1,2,2,37,0,0,0,0,0,0,0,0.1396111111111111,0.13264358668258389,19000.0,12.506177237980511
2,1,2,30,-1,-1,-1,-1,-1,-1,0,0.0022933333333333334,4.77906976744186,11846.0,12.611537753638338
2,2,2,22,-1,0,0,0,0,0,0,0.17134,1.7509046340609316,31149.0,10.819778284410283
2,1,2,24,2,-2,-2,-2,-2,-2,1,-0.01418,-0.0,0.0,10.819778284410283
1,1,2,29,2,-2,-1,-1,-2,-2,0,0.0,0.0,77.0,12.793859310432293
1,3,1,56,2,2,2,2,2,3,1,0.4970538461538462,0.046427410743302845,14500.0,11.77528972943772
1,1,2,30,-2,-1,0,0,0,0,0,0.0773375,0.0814611281719735,6004.0,11.289781913656018
1,2,2,30,2,2,0,0,0,2,0,0.9772,0.0,6500.0,10.819778284410283
2,2,2,22,0,0,0,0,0,0,0,0.80005,0.07574526592087995,6913.0,9.903487552536127
2,2,1,29,0,0,2,0,0,0,0,0.9735375,0.07447068037954367,8800.0,11.289781913656018
1,1,2,37,-1,-1,2,0,0,-1,0,0.050883333333333336,1.2283000327546676,84191.0,12.388394202324129
2,3,2,35,0,-1,0,0,0,0,0,0.6201,0.25197548782454443,29000.0,11.289781913656018
2,1,1,47,0,0,0,0,0,0,0,0.112844,1.2408280457977385,222550.0,13.122363377404328
2,2,1,24,0,0,0,0,0,0,1,0.9670666666666666,0.04308561974355439,10837.0,11.002099841204238
1,2,2,25,0,0,0,0,0,-1,0,0.5321,0.11276075925577898,5353.0,9.903487552536127
2,2,1,38,2,2,0,0,2,0,1,0.14483,0.0,5600.0,11.512925464970229
2,1,2,32,2,-1,-1,-1,-1,-1,0,0.007266666666666667,16.887505148573087,199288.0,12.793859310432293
2,3,2,47,2,2,2,2,2,2,1,0.99718,0.04118614492869893,35984.0,12.206072645530174
2,2,1,34,2,-1,0,0,0,0,0,0.0,16.887505148573087,17397.0,11.77528972943772
2,2,2,31,2,3,3,3,3,2,0,1.08515,0.0,1760.0,9.903487552536127
1,1,2,32,0,0,0,0,0,0,0,0.1932290322580645,0.16727600540892473,40419.0,12.644327576461329
2,1,2,27,2,0,0,0,2,0,1,0.32708333333333334,0.06838216560509554,6752.0,11.002099841204238
2,1,2,29,-1,-1,-1,-2,-1,0,0,0.06325555555555555,0.017477604075180047,22881.0,12.100712129872347
2,1,2,24,-1,-1,2,0,0,-2,0,0.0815,2.5812542603953648,38067.0,12.100712129872347
1,2,1,36,0,0,0,0,-1,-1,0,0.9558,0.04184975936388366,26511.0,10.819778284410283
2,1,2,24,2,2,2,2,2,2,1,0.72332,0.05253553060885915,8132.0,10.819778284410283
2,2,1,34,-2,-2,-2,-2,-2,-2,0,0.0,0.0,1616.0,11.918390573078392
2,1,2,22,0,0,0,0,-1,0,0,0.92765,0.08084945830862933,24766.0,9.903487552536127
2,1,1,34,-2,-2,-2,-1,-1,-1,0,0.000824,0.33495145631067963,21861.0,13.122363377404328
2,3,2,22,2,2,2,0,0,0,1,0.967,0.03447087211306446,2903.0,10.308952660644293
2,1,1,38,-2,-2,-2,-2,-2,-2,0,0.004166666666666667,0.0,0.0,12.100712129872347
1,1,2,31,0,0,2,0,0,2,0,0.1937357142857143,0.9217269476090403,38300.0,11.84939770159144
2,1,2,26,-1,0,-1,-1,-1,-1,0,0.09588571428571428,0.7449344457687723,49839.0,11.84939770159144
1,2,2,26,0,0,0,0,0,0,0,0.8942833333333333,0.046592243323331534,29152.0,11.695247021764184
2,2,1,48,0,0,0,0,0,0,0,0.6289722222222223,0.04018902088945811,37500.0,12.793859310432293
1,3,1,43,-1,-1,0,0,0,0,0,0.01135,16.887505148573087,31538.0,9.903487552536127
1,1,1,47,-1,-1,-1,-1,-1,-1,0,0.0039,3.776923076923077,5023.0,11.512925464970229
2,2,1,41,-1,-1,-1,-1,-1,-1,1,0.014704761904761905,0.5136010362694301,6988.0,12.254862809699606
2,2,2,24,0,0,0,0,0,0,1,1.0203125,0.03920367534456355,13838.0,11.289781913656018
2,1,1,50,-1,-1,-1,-1,-2,-2,0,0.026884848484848484,0.4897430117222723,10868.0,12.706847933442663
1,1,2,24,0,0,0,-1,-1,-1,0,0.48003181818181817,0.0473453464258998,103985.0,12.301382825334498
2,1,1,38,2,-2,-1,0,-1,-1,1,0.0,0.0,11877.0,12.254862809699606
2,3,1,43,0,0,0,0,0,0,0,0.956425,0.04443631230885851,8404.0,10.596634733096073
1,2,2,39,0,0,0,2,0,0,0,0.9449,0.10710128055878929,8493.0,10.308952660644293
1,2,2,27,2,2,2,2,0,0,0,0.6310063829787234,0.04383406446304957,55690.0,13.060487973686241
1,3,1,42,-1,-1,-1,-1,-1,2,0,0.013,1.0,2490.0,10.308952660644293
2,2,1,36,2,-2,-2,-2,-2,-2,1,-0.003941666666666666,-0.0,0.0,12.388394202324129
1,2,2,36,2,0,0,0,0,0,0,0.990975,0.039102903705946164,19500.0,11.289781913656018
2,3,0,31,0,0,0,0,0,0,0,0.8180818181818181,0.04444987720721422,26954.0,11.608235644774552
2,1,2,38,-1,-1,-1,-1,-2,-2,0,0.004593548387096774,3.1896067415730336,4668.0,12.644327576461329
2,1,1,40,2,2,2,0,0,0,1,0.29213055555555556,0.11410423421795811,32100.0,12.793859310432293
2,3,2,45,0,0,0,0,0,0,0,1.0157454545454545,0.0369574815928591,73223.0,12.706847933442663
2,2,2,35,0,0,0,0,0,0,0,0.9720633333333333,0.0412147356653716,74582.0,12.611537753638338
2,2,2,33,0,0,0,0,0,0,0,0.286415625,0.10956542611807579,41866.0,12.676076274775909
2,3,2,37,2,3,2,0,0,0,1,1.05252,0.0,34317.0,10.819778284410283
2,1,2,28,0,0,0,0,0,0,0,0.7668823529411765,0.050088210477870675,48549.0,12.043553716032399
1,3,1,44,-1,-1,-1,-1,-1,-2,0,0.009328571428571429,0.8226646248085758,5119.0,12.765688433465597
1,2,1,37,0,0,0,0,0,0,0,0.82275,0.09778182923123671,7564.0,9.903487552536127
1,2,2,23,2,0,0,0,0,0,1,0.99516,0.048253547168294546,9074.0,10.819778284410283
2,3,2,24,2,2,0,0,0,0,0,0.9577,0.0,5133.0,9.903487552536127
2,1,2,24,0,0,0,0,0,0,0,0.70168,0.05957131455934329,6732.0,10.819778284410283
1,2,2,23,2,2,0,0,2,0,1,1.01175,0.0,13200.0,9.903487552536127
1,2,1,26,0,0,-2,-1,-1,0,0,2.056,0.0,51938.0,10.819778284410283
1,2,2,34,2,0,0,0,2,2,1,0.6831631578947368,0.03852050446452647,34887.0,12.154779351142624
2,2,1,33,0,0,0,0,0,0,0,0.97005,0.025874954899232,5935.0,11.002099841204238
1,1,2,35,-1,-1,-1,-1,-1,-1,0,0.09985,0.4986229344016024,36293.0,11.289781913656018
2,2,2,27,0,0,0,0,0,0,0,0.8493466666666667,0.0353212665421265,12625.0,11.918390573078392
2,1,2,31,-2,-2,-2,-2,-1,-1,0,0.006857142857142857,0.0,19989.0,12.254862809699606
2,3,1,50,0,0,0,0,0,0,1,0.9758541666666667,0.04319292927136483,50997.0,12.388394202324129
2,2,3,41,0,0,0,0,0,0,1,0.13818571428571427,0.15507081567249043,13597.0,11.84939770159144
2,1,2,28,2,2,2,-2,-2,-1,0,0.35835,0.0,2285.0,11.002099841204238
1,1,2,39,0,0,0,0,0,0,0,0.94348,0.03815661169288167,12800.0,10.819778284410283
2,2,2,27,0,0,0,0,0,0,0,0.5331,0.06752954417557681,7950.0,10.819778284410283
2,1,2,32,-1,-1,2,2,-1,-1,0,0.01743888888888889,0.8986938515450781,5818.0,12.100712129872347
2,1,2,40,-1,-1,2,2,2,2,0,0.004733333333333333,2.5,595.0,10.308952660644293
2,2,2,40,0,0,0,0,0,-2,0,0.9908,0.0807932983447719,5918.0,9.903487552536127
2,2,1,75,0,-1,-1,-1,-1,-1,0,0.211496,0.030846919090668383,11727.0,12.429216196844383
2,2,2,27,0,0,0,0,0,0,0,0.37767,0.047342918420843594,8260.0,11.512925464970229
1,1,2,25,0,0,0,0,2,0,0,0.1398181818181818,0.054269614217598613,15230.0,12.706847933442663
1,3,1,46,0,0,0,0,0,0,0,0.71426,0.043709573544647606,7027.0,10.819778284410283
2,2,2,26,2,2,2,0,0,0,0,1.01734,0.033617079835649835,10062.0,10.819778284410283
1,2,2,28,0,0,0,0,0,0,0,0.9747333333333333,0.17119212092196157,8056.0,10.308952660644293
2,2,2,26,0,0,0,0,0,0,1,0.7253642857142857,0.052840444702661714,25041.0,11.84939770159144
2,1,2,28,0,0,0,0,-1,0,0,0.43901875,0.1002519824039406,132311.0,11.982929094215963
2,2,2,29,-1,0,-1,-1,-1,-1,0,0.04883,0.16009625230391153,14825.0,12.89921982609012
1,2,1,25,0,0,0,0,0,0,0,0.55398,0.05650023466551139,6842.0,10.819778284410283
2,2,1,48,0,-1,-1,-1,-1,-1,0,0.008242857142857142,1.0684575389948008,27501.0,11.84939770159144
2,2,1,33,-1,-1,-1,-1,0,-1,0,0.05009375,0.3060511540860886,68661.0,11.982929094215963
2,3,1,43,0,0,-2,-2,-2,-2,0,0.6217,0.0,0.0,11.512925464970229
1,1,1,48,2,0,0,0,0,0,1,0.9562727272727273,0.047533035459644456,42020.0,12.301382825334498
2,1,2,29,0,0,0,0,0,0,0,0.15359019607843138,0.5107811722051295,160470.0,13.142166004700508
1,2,2,29,0,0,0,0,0,0,0,0.98552,0.03251075574316097,16512.0,10.819778284410283
2,1,1,38,-1,-1,-1,-1,2,-1,0,0.02795625,1.0427006483344512,44142.0,11.982929094215963
2,1,2,37,-2,-2,-2,-2,-2,-2,0,0.00992608695652174,16.887505148573087,51952.0,12.345834587905333
2,1,2,37,-1,-1,-1,-1,-1,-1,0,0.1264375,0.02550667325753831,28957.0,11.289781913656018
2,2,1,25,-1,-1,-2,-1,-1,-1,0,0.04104,0.0,1264.0,11.918390573078392
1,3,2,23,0,0,0,0,0,2,0,0.6974,0.16260395755663895,3932.0,9.210340371976184
